text,weak_label,confidence,rule_triggered
总部直聘，保障月薪4500+高提成，高学历人才。我们希望你是充满正能量、活力无限、能够拥抱变化的有志青年 我们希望你：自我驱动、敢于拼搏、积极乐观 我们希望当你每天早晨来到这里打开电脑的时候， 都能由衷地说一声It's a brand new day！Everything must be amazing！ 链家成立于2001年，是中国前沿的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。目前已进驻北京、上海、广州、深圳、天津、成都、南...,0,0.6797,reject_real_estate
汽车美容技师。岗位职责:1.负责为客户提供高品质的美容保养服务;2.依作业标准完成精致洗车、美容项目等服务作业;3.负责作业区环境卫生的清理及设备工具的日常维护保管;4.熟悉汽车美容工作规范及流程，了解行业内美容产品性能;5.实际操作能力强，熟悉汽车打蜡、研磨、抛光、封釉、轮胎保养等美容保养工序;6.沟通、表达能力强，工作责任心强，敬业爱岗;任职要求：1、一年以上汽车美容工作经验2、勤奋上进、踏实肯干、良好的团...,136,0.9162,similarity
物业经理-长沙服务区。湖南高速物业发展有限公司致力于成为湖南高速集团服务区物业管理专业提供商、全后勤服务平台、上市融资平台。公司升级组建于2021年8月，注册资本1000万元，是湖南省高速公路集团有限公司的二级子公司。公司经营范围涵盖物业管理、家政服务、餐饮服务，住宿服务，餐饮管理、会议及展览服务、房地产经纪、非居住房地产租赁、建筑材料销售、园林绿化工程施工、城市绿化管理、住房租赁。 职位描述： 1.全面负责项目的日常...,0,0.6948,reject_food_service
"财富委-成都天府大道证券营业部金融顾问助理岗(J13787)。岗位职责: 1.通过巡点销售、驻点销售等方式进行客户开发和金融产品的推广,完成公司下达的销售任务； 2.协同公司资源为客户提供必要的证券服务； 3.收集及反馈市场信息和客户建议。 任职要求: 1.具有证券从业资格； 2.本科或以上学历； 3.性格乐观开朗、善于表达、执行力超强； 4.有志于证券行业长期发展； 5.有一颗愿意主动表达的心。",0,0.7915,reject_pure_finance
"高叉司机。岗位职责：1.驾驶叉车执行货物上架、拣货、移库、补货等操作,并准确填写及时传递相关单证,确保作业安全;2.按叉车安全操作规范执行叉车的使用、维护、充电等工作;3.对叉车进行日常点检和清洁工作,确保叉车清洁并及时上报叉车故障;4.执行仓库的盘点、日常点检及整改工作5.有一年以上仓库叉车工作经验，持有特种设备作业人员证6.熟悉叉车构造及车辆保养7.熟悉林德、永恒力等叉车品牌，优先录取",121,0.8312,similarity
"汽车美容技师。岗位职责：岗位职责:1、按服务流程操作做好来店客户车辆美容工作，确保根据客户的要求快速地对客户的车辆进行整车内外美容任务;2、负责车漆镀膜、镀晶、高级打蜡、清洗发动机，清洗内室等美容项目的施工;3、负责对美容施工所需设备的保管及保养工作,并做好所负责区域的卫生清洁工作;任职要求:1、工作态度积极，具有良好的服务意识2、有高端名车经验者优先",136,0.9325,similarity
汽车美容技师。任职要求： 1、做事认真负责， 2、为人真实可靠，踏实肯干，无不良嗜好，无不良嗜好 3、具有良好的团队合作精神 4、服务意识强、态度良好 5、热爱汽车美容行业、具有高度的工作热情。 6、会开车，具有C1机动车本 工作职责是： 1、负责来店车辆的清洗工作 2、严格按操作规范进行车辆清洗 3、完工后及时清理场地，保障场地整洁,136,0.8105,similarity
招聘房产销售，租房，二手房买卖，新房销售，高提点，佣金秒结。想通过自己的努力付出改变现状就可以来到这里尝试；选择比努力更重要！！！加入我们可以让你迅速开单快速赚钱！！！这不是承诺，是对自己的肯定，对平台的认可。把工资定在1500，随便找份工作就能搞定；把工资定在2500，端正下态度也能得到；把工资定在3000-6000，就必须努力去获取；如果你把它定在1万、5万....甚至于更高，加入我们才是正确选择：1、时间是灵活的乣；2、收入是不封顶的；3、工作是快乐...,0,0.7101,reject_real_estate
服装厂后整主管。1、根据生产计划监控后整生产进度，安排所需设备及零配件、备货等准备工作，及时解决问题，确保进度要求交货。2、合理安排任务，确保后整生产平衡。3、做好生产成本管理工作，降低后整生产成本。4、负责后整质量控制和自检，严格按照生产计划要求作业，发现不符质量的产品，及时反映给缝纫工段，确保成品质量。5、负责配合技术研发部、生产车间进行生产流程、生产工艺的改进，提高生产效率。6、仔细规范的执行各部位熨烫工艺...,0,0.8411,reject_textile
高薪聘汽车美容主管6K+。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强。工作时间：早上8:30-18:00（每周休息1天，节假日加休）,136,0.8899,similarity
汽车美容。负责贴膜 抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；负责对美容施工所需设备的保管及保养； 完成领导交办的其他工作。,136,0.895,similarity
汽车整备美容。岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证且驾驶技术通过甲方考核。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二薪资：综合底薪4300+加班工资+餐补，综合薪资5000-6000,136,0.8587,similarity
汽车索赔员。1-接待客户投诉与索赔2-诊断投诉与索赔问题3-索赔手续的办理和沟通工作4-处理赔偿单据，并做赔偿总结5-索赔旧件的管理6-索赔款结算及统计,132,0.8172,similarity
汽车美容技师。工作职责：1. 负责来电车辆的清洗2. 负责抛光打蜡、内饰清洗、漆面镀晶等美容项目工作要求：1. 了解和熟悉汽车美容及养护的专业知识，掌握汽车美容所涉及的工具、产品及作用2. 具有3-5年汽车美容相关的工作经验3. 具有团队精神、富有责任心、执行能力及亲和力,136,0.8854,similarity
汽车美容技师。汽车美容岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证且驾驶技术通过甲方考核。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二职位福利：全勤奖、绩效奖金、加班补助、可视频面试、团队气氛活泼、多次晋升机会,136,0.8607,similarity
操作系统开发工程师。岗位职责： 1.根据项目需要，参与项目方案评审和开发。 2.负责Linux下驱动、内核、应用软件的开发、调测； 3.负责Linux驱动方案设计，驱动及中间层功能开发； 4.负责BSP移植、修改，SDK整合，协助应用开发工程师定位系统及平台方面问题； 任职要求： 1.本科及以上学历，计算机相关专业（计算机科学，自动化等信息类专业) 2.参与或领导过大型项目的设计、开发、交付的全流程工作 3.掌握系统调度、内存管理、通信、分布式等领域关键知识并有相关项目经验 4.精通C/C++语言，Python，熟悉面向对象编程和设计模式 5.精通ROS分布式架构实现，具备自主开发中间件能力 6.具备在复杂业务系统中分析问题和解决问题的能力 7.具备较强的学习能力、沟通能力及团队协作能力 8.在自主驾驶、地图、机器人、无人机等相关领域通讯组件、基于内存共享机制、基于Socket（ZMQ）等组件实际项开发目经验者优先,8,0.9207,similarity
汽车美容技师。岗位职责：1、负责为客户提供高品质的美容保养服务；2、依作业标准完成精致洗车、美容项目等服务作业；3、负责作业区环境卫生的清理及设备工具的日常维护保管；4、熟悉汽车美容工作规范及流程，了解行业内美容产品性能，实际操作能力强；5、对自己所做的车辆要仔细认真检阅，达到标准才能确定项目施工结束。岗位要求：1、热爱汽车美容行业，有较强的责任感；2、对汽车美容知识有较深认识，具备基本的汽车美容知识；3、能很...,136,0.9196,similarity
汽车美容/整备专员（鄞州）。岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二,136,0.8396,similarity
汽车美容 整备（历城区）。岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二综合薪资4900+,136,0.8597,similarity
汽车美容。岗位职责：1、负责抛光打蜡，清洗发动机，清洗内室，封釉，镀膜，镀晶等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、17-27岁，学过系统的汽车美容知识优先考虑；2、吃苦耐劳，抗压力强；薪资福利：1.底薪+提成 ，月休3天2.每月部门活动不断3.团队都是在17-30岁的，相处融洽，团队氛围轻松,136,0.8821,similarity
销售专员/就近分配 提成高收入可观 月入5000。岗位职责1、负责客户接待、咨询工作；2、为客户提供专业的房地产置业咨询服务；3、了解客户需求，提供合适房源，进行商务谈判；4、陪同客户看房，促成一、二手房买卖或租赁业务；5、负责公司房源开发与积累，并与客户建立良好的业务协作关系。薪资福利1、薪资：同行较高底薪（4500起）+高额提成（最高提90%）2、个人福利：商业保险、生日假+带薪年假、国内外旅游、内外部培训、学历提升计划、节日礼物；3、孝敬父...,0,0.8174,reject_real_estate
汽车美容。岗位职责：熟练移车入库1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强。4一个月一次集体员工聚餐，福利好。晋升空间大。有驾驶证的熟练移车入...,136,0.9121,similarity
汽车美容装饰。沈阳六家店：沈阳北站店总店，八纬路店，兴工街店，和平长白店，浑南临波路店，方形广场店面试在总部店：沈阳北站店工作时间早八晚六，每月带薪月休4天，节假日休息，有加班工资，提供吃饭，住宿工作内容：标准洗车，精细洗车，漆面抛光，漆面打蜡，内饰翻新，贴犀牛皮、太阳膜/玻璃膜，协助贴车衣/改色*具备良好的沟通和接待顾客能力，有成熟的驾驶经验（方便停车挪车）年纪在25-35岁多劳多得，月薪4500-6000+...,136,0.769,similarity
"网联终端产品开发。岗位职责： 1.负责网联终端产品开发，包括4G/5GT-BOX,V2X模块，技术方案的制定，设计，评审，跟踪。 2.负责T-Box性能的改进优化，解决相关试验和路试问题。 3.负责T-Box相关技术文件的编制，输出。 4.负责T-BOX与TSP、车内系统通信协议的定义和沟通。 5. 与项目对接。 任职要求： 1.了解车联网相关知识； 2.有T-BOX软件及硬件开发实习经验者有优先； 3.英语具备读写能力； 4.具备良好的沟通能力，有责任心，工作严谨，抗压能力强。",64,0.8841,v2x_communication
汽车美容工。职能： 打蜡、抛光、封釉、镀膜、喷漆、贴膜、底盘装甲、发动机护板、车内精品等产品的营销（包含室内清洁、表板上光、包真皮、车内除味） 岗位描述: 1、负责车辆美容施工项目； 2、负责车辆施工前后的检查工作； 3、负责客户信息的收集反馈； 4、负责施工车间清洁卫生； 5、负责对美容施工所需设备的保管及保养； 6、完成上级领导传达的各项工作； 7、严格遵守各项职能的职责。 任职要求： 1、做事认真，有责...,136,0.9019,similarity
汽车美容小工（学手艺）。1.汽车贴膜、装具（学习）； 2.辅助师傅完成汽车装具工作； 3.完工车辆清洗； 4.具备汽车驾照1年以上，良好的沟通及抗压能力，认真好学； 5.无经验也可有经验者优先录用。 6.工资4000-5000元，中午管饭，月休2天。,136,0.8168,similarity
操作系统内核工程师（二S）。职位描述： 1、参与Linux操作系统内核的分析、移植和测试； 2、参与QEMU模拟环境和RISC-V编译工具链的构建和测试； 3、参与Linux操作系统驱动的开发和测试。 任职要求： 1、计算机、人工智能、自动控制、模式识别等相关专业本科及以上学位； 2、熟悉Linux的基本使用； 3、熟悉C程序设计语言； 4、掌握操作系统基本原理； 5、具有内核开发和适配工作经验者优先； 6、具有RISC-V...,8,0.9561,similarity
汽车美容技师。工作内容：1、负责进厂车辆美容项目施工，擅长贴玻璃膜及车衣项目；2、负责本门店美容业务的开发、销售工作；3、完成领导交办的其他工作。任职资格：1. 年龄在20-40岁之间。2. 为人诚实可靠，有驾照者优先；3. 包吃包住，提供社保、全勤奖，待遇从优。,136,0.8289,similarity
汽车美容技工。急招美容技工 岗位职责：汽车美容任职资格：了解汽车美容各流程操作工作内容：汽车美容、汽车装饰等薪资待遇：4000以上/月工作时间：早8晚5，做六休一工作地点：无锡4S店,136,0.7716,similarity
操作系统研发工程师（科研助理 2）。岗位职责：1、承担Linux系统开发移植和测试；2、负责BootLoader移植和优化；3、负责Linux驱动的开发和调试；4、负责Linux系统的实时性、稳定性问题排查和解决； 5、参与计算机系统软件方案设计、开发、调试以及用户交付等工作。岗位要求：1、硕士研究生以上，或者本科毕业三年以上工作经历，计算机相关专业；2、掌握计算机基本理论知识与操作技能，熟悉计算机系统结构，操作系统；3、动手编程能...,8,0.9198,similarity
京东养车汽车美容一名。岗位职责:1.对日常进店车辆进行内饰精洗，漆面精洗；2.对工具、设备进行定期保养；3.按照主管安排的工作任务积极、及时的完成；4.有较强的沟通能力，能吃苦耐劳；5.良好的团队合作精神；7.统一穿工作服佩戴工牌，注意个人形象卫生；门店为O2O模式的线下服务门店，所以公司根本不缺业务，只要你吃苦耐劳，把服务意识放在位，完全可以做出好业绩。8.工作时间：上六休一，工作日排休，包吃住，综合薪资5000-1...,136,0.8485,similarity
汽车美容技师。工作时间：长白班，8：30-19：00，每日工作8.5小时负责进店车辆清洗工作，抛光打蜡，清洗发动机，清洗内饰、镀晶、精洗镀膜，德式精护等美容项目的施工。,136,0.8648,similarity
汽车美容技师。1、熟练掌握汽车美容项目，如洗车、抛光打蜡、镀晶等。2、日常洗车·推项目有提成，抛光镀晶。3、按照公司要求做事，不迟到，不早退，做事认真负责，有上进心，形象良好。4、有驾驶证优先。5.责任心强，有上进心，公司会大力培养人才，做的好可以分股份。,136,0.8482,similarity
管吃住5千起聘汽车美容技师。岗位职责： 1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、美容施工所需设备的保管及保养； 3、对美容部门业绩负责，对到店客户美容装饰产品的开发； 任职资格： 1、年龄18～45岁以下； 2、有2年以上汽车抛光美容工作经验优先 3、熟练使用抛光机等漆面处理工具，对漆面养护有一定专业知识；,136,0.9021,similarity
园艺管理师助理。技能要求：种植技术岗位职责：1、温室内的生产种植管理， 制定作物栽培计划，对实施结果进行总结分析，达成种植目标。2、提出农业生产技术管理意见并组织实施，解决种植生产过程中的技术问题。3、对实施结果进行总结分析，指导种植人员掌握技术要点。搞好虫情、病情测报、预报工作，撰写调查报告和技术工作小结。4、带领种植团队，保证种植区内作物的正常生长。5、为客户提供技术指导和咨询。任职要求：1. 园艺或农学专业...,0,0.7588,reject_agriculture
汽车美容技师。汽车内深度清洗，发动机舱深度清洗及养护，水箱冷凝器深度清洗职位福利：每年多次调薪、全勤奖、包住、包吃、绩效奖金、员工食堂、年轻化团队、优秀员工奖金,136,0.7947,similarity
安全信息工程师（安全监察部-重庆）(J10971)。岗位职责:1、持续完善安全信息、安全培训、安全文化建设相关制度和程序，并监督检查部门级安全信息及安全培训等制度建立情况和对标公司制度的符合性；2、对安全管理人员资质能力进行管理，制定并落实年度安全教育和培训，如实记录安全培训情况，督促部门按照年度计划开展安全教育和培训；3、根据CCAR396要求如实上报不安全事件信息，处理员工报告，多渠道收集公司各类信息报告，分析、处理、应用各类信息，形成安全信息...,0,0.8673,reject_ccar_lae
Linux内核开发工程师。1、精通嵌入式linux内核 2、能移植并裁剪linux模块 3、有10年以上操作系统和嵌入式系统经验 4、计算机专业硕士学历，要求985,8,0.8931,similarity
区域销售总监（华东）。职位描述 1、根据公司的战略规划，整合公司内外部优势资源，发掘潜在有价值的项目销售机会，完成公司下达的销售目标； 2、负责本地区行业市场的开拓，客情关系的建立和维护，商机跟踪与管理； 3、负责市场分析、渠道策划、技术宣讲、方案整合和商务公关工作； 4、负责项目策划、商务谈判、招投标运作、合同签订、项目回款、项目交付和验收的协调工作； 5、配合售前技术支持、应用技术开发、项目交付管理、售后服务团队做...,108,0.9006,similarity
汽车美容技师。全盘负责汽车美容工作（负责车辆抛光打蜡、封釉、镀膜、镀晶、轮胎、内饰、发动机等美容护理项目的施工）。任职要求：1、三年以上经验；2、具备专业汽车或高档品牌汽车美容工作经验优先考虑；3、工作认真细致，有责任心，能吃苦耐劳，同时，具有良好的客户服务意识，具有职业道德和团体合作精神；4、持有驾驶证。,136,0.8727,similarity
汽车美容技师（石家庄）。岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证且驾驶技术通过甲方考核。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二,136,0.838,similarity
高收入房产经纪人。加入麦田的理由： 1、拥有雄厚平台和丰富客户资源； 2、能够提升你人脉圈的层次，提升你的个人能力； 3、房产服务（公寓、别墅、写字楼）； 4、开设各类培训学习课程，安排师傅一对一指导； 福利待遇： 1、无责任底薪（4000）+抽成+带薪培训/带薪年假（5-15天）+商业保险+麦基金+现金奖励+旅游奖励+荣誉奖杯…… 2、完善的培训体系：新人岗前培训+销售技能+管理技能培训 职业发展： 1、业务管理...,0,0.759,reject_real_estate
汽车精洗美容。位职责：1、负责二手车专业普洗精洗，发动机清洗、内饰，抛光封釉等美容的工作；2、按要求完成车辆的清洗作业；3、学历不限，身体健康，无重大病史，手脚麻利，踏实肯干无不良嗜好，热爱汽美行业！岗位要求：1、中专以上学历，汽车美容行业2年以上工作经验；2、2年以上的汽车美容，抛光打蜡，内饰翻新工作经验；3、吃苦耐劳，良好的沟通能力，抗压能力；福利待遇：七险一金（入职即买五险一金）；免费住宿；生育、结婚礼金...,136,0.8639,similarity
汽车美容中大工。本店为途虎工场店，有过途虎工场店工作的欢迎岗位职责1、对到店车辆进行抛光打蜡，清洗发动机，清洗内饰，封釉，精细镀膜等美容项目，有效完成施工，且保证施工质量；2、认真负责服务好每位客户、耐心的回复客户提问和解答汽车相关知识；3、遵守公司的规章制度，服从公司的安排；岗位要求1、有5年以上汽车美容等岗位工作经验；2、熟练使用常见设备仪器；3、能够独立进行车辆美容服务项目；4、能够接受培训；5、具有良好的...,136,0.9092,similarity
汽车装饰贴膜中工。1、负责作业区环境卫生的清理及设备工具的日常维护保管。 2、熟悉汽车美容工作规范及流程，了解行业内美容产品性能。 3、实际操作能力强，熟悉汽车贴膜等美容装饰工序。 4、沟通、表达能力强，工作责任心强。,136,0.8625,similarity
汽车美容技师。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强。工作时间：8:30——19:00,136,0.8996,similarity
物流班长。岗位职责：1.确保物流班组生产活动顺利展开，保证产品按防护、贮藏、运输要求完成；2.监督现场收、发运输过程中的质量安全成本控制；3.负责培训指导叉车人员及库管员达成标准作业4.保障物资的账物一致、先进先出、现场的5s管理，确保物流工作的合理运行5.培训指导监督作业人员进行标准作业，对标准作业内容进行持改优化6.日常巡检确认叉车保养，充电情况，及时报修确保车辆良好状态7.负责班组建设，提高班组管理水...,121,0.8929,similarity
汽车美容技师。职位描述工作内容：1、依作业标准完成精致洗车、美容项目等服务作业;2、负责为客户提供高品质的美容保养服务;3、负责作业区环境卫生的清理及设备工具的日常维护保管4、实操能力强，熟悉汽车打蜡、研磨、抛光、封釉、贴膜、轮胎保养等美容装饰工序；职位要求：1、热爱汽车美容行业；2、具备一定汽车美容技能及专业知识；3、有责任感，达标才能确认施工结束,136,0.9197,similarity
贝壳找房直招/房产经纪人+无责底薪+高薪高佣+晋升快。岗位职责1、 新员工入店，熟悉了解所在商圈2、在店内与客户电话沟通，【不知如何开口？不必担心，有详细的文字资料教给您】；3、 积累客户与房源资源，【店内系统里大量的积累和完善的盘源信息，助您完成前期积累】；4、 详细了解客户的需求，做好信息的合理匹配；5、 根据客户意向，带客户看房并进行周边环境介绍；6、 进行商务谈判，促成房产经纪买卖和租赁业务成交，【从带看到成交，师傅一对一帮扶，带您成功挖掘第...,0,0.8015,reject_real_estate
生产标准化专员。工作职责：1、负责生产工艺参数管理、工艺标准数据库维护，工艺档案的维护和管理2、检查生产过程中工艺的实行情况3、负责车间培训职能体系的实施及车间员工培训管理工作要求：1、大专及以上学历，化工、高分子材料等相关专业，应届毕业生亦可2、公司有宿舍，有饭堂，且设有季度奖年终奖,27,0.8711,similarity
高级网络与信息安全工程师（安全合规与认可认证）。.一、岗位职责（一）法律法规解读、内部标准建立、对外服务方案制定1.贯彻落实国家关于网络安全方面的法律法规，执行配合监管部门网络安全方面的通知要求，开展网络安全、数据安全、个人信息保护方面合规建设专项工作；2.负责与外部监管单位对接，解读监管政策法规，协助制定建筑行业网络安全标准规范；3.负责网络安全对外咨询服务体系的搭建，制定安全咨询管理对外服务方案，联合内外部资源提供对外服务；（二）网络安全规...,66,0.8625,similarity
汽车美容技师。工作内容： 1、负责店内贴膜，导航 防盗器 倒车雷达 氙气灯 车身改色 等装饰业务； 2、 熟悉并熟练使用各种专业工具、物料； 3、 在规定时间内保证质量按施工单完成施工任务； 4、 对施工车辆按照规定完成自检，保证施工合格率； 5、 做到节约、降低材料成本。 职位要求： 1、会驾驶，有相关工作经验者优先； 2、 薪资待遇：基本工资+绩效提成 工作时间：8:30-17：30 福利待遇： 1、包吃包...,136,0.8994,similarity
区域销售总监（西部）。职位描述 1、根据公司的战略规划，整合公司内外部优势资源，发掘潜在有价值的项目销售机会，完成公司下达的销售目标； 2、负责本地区行业市场的开拓，客情关系的建立和维护，商机跟踪与管理； 3、负责市场分析、渠道策划、技术宣讲、方案整合和商务公关工作； 4、负责项目策划、商务谈判、招投标运作、合同签订、项目回款、项目交付和验收的协调工作； 5、配合售前技术支持、应用技术开发、项目交付管理、售后服务团队做...,108,0.8983,similarity
汽车美容技师。岗位职责： 1、负责为客户提供高品质的美容保养服务； 2、依作业标准完成精致洗车、美容项目等服务作业； 3、负责作业区环境卫生的清理及设备工具的日常维护保管； 4、熟悉汽车美容工作规范及流程，了解行业内美容产品性能； 5、实际操作能力强，熟悉汽车打蜡、研磨、抛光、贴膜等美容装饰工序； 6、对自己所做的车辆要仔细认真检阅，达到标准才能确定项目施工结束。 岗位要求： 1、热爱汽车美容行业，有较强的责任...,136,0.9195,similarity
高薪诚聘汽车美容技师。工作内容：1、负责抛光打蜡、清洗发动机，清洗内室、封釉镀晶、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、负责车辆美容项目的开发拓展； 4、完成领导交办的其他工作。任职资格： 1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、具有一定的销售技巧，负责到店车辆美容项目的营销和开...,136,0.8976,similarity
汽车美容主管。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强。,136,0.8964,similarity
汽车美容经验不限。急招汽车美容工 岗位职责：汽车美容任职资格：经验不限，有汽车美容经验者优先工作内容：汽车美容、汽车装饰等薪资待遇：3000以上/月工作时间：早8晚5，做六休一工作地点：无锡4S店,136,0.7228,similarity
汽车美容技师。岗位职责： 1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、完成领导交办的其他工作。 任职资格： 1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，抗压力强。 工作时间：8：30到下午6点一个月3天假,136,0.8996,similarity
汽车美容洗车。岗位职责：1.车辆清洗，包含精品清洗项目2.维护工作用品3.听从领导布置的工作安排岗位要求：1.可接受无工作经验，有相关经验优先录取2.工作认真，无不良嗜好3.会开车优先录用 4.工资面议,136,0.8327,similarity
"哈吉客菏泽东方红招聘管理及服务。管理组 1、大专以上学历，不限专业，不限性别，年龄22-50岁。 2、热爱餐饮服务行业，具有良好的沟通能力,强烈的工作责任心和较强的学习能力,性格开朗，充满热情和自信，能适应高速快捷的工作节奏。 3、能够熟练使用office excel，word等办公软件。 4、能适用早晚倒班的工作时间（早、晚班）每月六天休息。 内场 岗位职责： 按照值班经理安排认真做好产品准备、餐饮提供、餐厅内的清洁与服务工作...",0,0.7054,reject_food_service
汽车美容。整备/汽车美容岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证且驾驶技术通过甲方考核。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二,136,0.8529,similarity
汽车美容（周浦）。岗位职责 1、独立完成车辆美容项目，抛光，打蜡，精洗，镀膜，熟悉加装装潢附件； 2、性格开朗活泼，具有亲和力； 3、有产品主动销售意识； 4、服从车间主管工作安排，保质保量完成工作任务。 任职资格 1、中专以上汽修相关专业； 2、1年以上汽车保养经验； 3、身体健康，能吃苦耐劳。,136,0.8951,similarity
诚聘汽车美容技师(中工)。岗位职责：1、洗车2、负责抛光打蜡、清洗发动机，清洗内室等美容项目的施工；3、负责对美容施工所需设备的保管及保养；4、完成领导交办的其他工作。任职资格：1、吃苦耐劳，抗压力强。工作时间：上午8：30-下午18：00薪资：底薪+提成,136,0.8452,similarity
系统工程师。岗位职责：1) 负责有源医疗器械产品的用户需求和临床需求的分析，并转化为系统需求。2) 负责系统的总体设计，提出合理可行的设计方案以满足系统需求，对有冲突的或者模糊不清的需求提供解决方案；3) 推进和确认产品开发的各个环节的设计评审和设计输出文档的确认；4) 负责制定系统验证和确认方案，并确认结果和批准报告；5) 负责设计缺陷的更改方案的确认及验证。6) 领导交办的其他工作。任职要求：1) 有生物...,93,0.8935,similarity
装饰美容技师。职位描述：1、负责为客户提供汽车贴膜，加装内外饰等服务2、负责维护装饰车间得到整洁有序，并按规定存放工具设备任职要求：1、20-35岁，高中及以上学历，汽车相关专业优先考虑2、具备一定的汽车装饰工作经验3、持C1驾照，熟练驾驶4、能熟练贴汽车太阳膜,136,0.8545,similarity
金融产品经理。岗位职责：1、 与客户建立良好的关系，了解客户需求，为客户提供基础服务；2、 对客户进行服务和产品宣传，提升客户对于服务和产品的认知；3、 完成公司对于客户服务工作的量化考核。任职要求：1、 本科及以上学历；2、 具有一年以上银行、证券、保险、基金、信托等相关工作经验，或其他类似工作经验者优先录用；3、 能熟练使用社交软件；4、 具有证券从业资格者优先录用；5、具有良好的客户服务意识和沟通表达能力...,0,0.7934,reject_pure_finance
