text,weak_label,confidence,rule_triggered
无人机飞控工程师。岗位职责​ 1.飞控软件适配：基于&nbsp;PX4/ArduPilot&nbsp;开源框架，结合&nbsp;DJI&nbsp;SDK，对现有航点规划、姿态控制、避障等飞控功能进行适配优化，提升与无人机的兼容性。​ 2.通信协议与驱动调试：适配传感器（雷达、IMU、视觉）驱动程序，调试飞控与地面站、外设间的通信链路，确保&nbsp;Mavlink&nbsp;协议数据稳定传输。​ 3.系统调试与数据分析：使用&nbsp;QGroundControl、GDB&nbsp;等工具调试飞控软件，优化&nbsp;PID&nbsp;参数；分析飞行日志，定位软件层面的常见问题（如指令延迟、数据丢包），编制飞行数据分析报告，提出优化方案。​ 任职要求​ 1.本科及以上学历，电子信息、自动化等相关专业，1&nbsp;-&nbsp;3&nbsp;年无人机飞控软件开发经验，有&nbsp;PX4/APM&nbsp;使用经验者优先。​ 2.掌握&nbsp;C/C++&nbsp;编程，熟悉&nbsp;FreeRTOS&nbsp;等实时操作系统，了解&nbsp;PX4/ArduPilot&nbsp;架构基本原理。​ 3.熟悉&nbsp;DJI&nbsp;SDK&nbsp;开发套件，了解&nbsp;Mavlink&nbsp;协议，有传感器驱动调试经验。​ 4.能使用&nbsp;QGroundControl&nbsp;进行飞控软件调试，具备基础代码问题排查能力和数据分析能,3,1.0,flight_control_algo
工艺经理。职责描述：1、负责应对605条款的总装工艺规范等上层工艺文件的编写；2、负责整车尺寸链的检查；3、负责审核装配工艺图，参与设计评审；4、负责对设计方案进行总成/整机装配工艺可行性和合理性的评估；5、负责整机/分总成装配工艺路线规划；对接部段制造及装配供应商，评审和把关工艺方案，处理制造和装配问题；6、指导制造工程中心按工艺要求进行整机装配等； 7、负责大型飞机总装总测工艺设计、飞机研制过程装配工艺...,22,0.9231,similarity
汇川PLC编程测试。岗位职责根据项目要求和客户机械运行的需求，完成PLC的选型和沟通工作。负责相关PLC的编程和调试工作。负责自动化系统方案设计、施工图和加工制造图纸设计。负责各种测量仪表和自动控制系统、电气仪表备件的选型及管理。负责维护检修生产装置的各种仪表，各种计量仪表的检测。负责动力系统自控站的扩建和技改项目，包括仪表桥架的设计安装、电缆的铺设、管线的安装、仪表的安装调试、控制回路的信号测试。负责对自控系统及仪...,77,0.9073,similarity
软件测试工程师。岗位职责： 1.熟悉软件测试理论、方法、流程，能够编写各种测试文档，具备较强的需求理解能力、问题解决能力及逻辑思维能力，有理财TA相关系统测试经验优先； 2.熟练使用Linux操作系统，至少熟悉一种数据库，熟悉openGauss数据库者优先，擅长自动化测试、有批处理自动化测试经验者优先； 3.从事软件测试相关工作满3年，有较强的团队合作意识和责任心； 4.人员态度端正，踏实，稳定； 5.有金融市场投资系统经验者优先； 6.本科学历，至少2年或以上实际工作经验； 7.吃苦耐劳，抗压能力强，执行力强。,27,0.8434,similarity
系统工程师（软件）。1. 负责企业的ERP、CRM等系统运维2. 负责规划和实施信息系统，确保按计划上线3. ERP系统的二次开发，根据需求进行可行性分析、出具解决方案并实施4. 网络、计算机运维任职要求： 本科及以上学历，软件工程、信息管理、人工智能等计算机相关专业 一定的数据库基础，熟练使用MSSQL，创建视图、函数、存储过程 一定的编程能力，.net、java、python至少熟练掌握一种编程语言，熟悉java...,112,0.9023,similarity
航医（航空医生）。岗位职责:1、负责江苏分公司空勤人员健康信息采集/跟踪/培训、做好健康管理和宣教工作；2、组织江苏分公司空勤人员体检鉴定，落实资质获取，保障足够有效运力；3、负责江苏分公司航卫机构、航卫人员、空勤人员体检合格证资质证照管理，保障资质持续有效；4、负责落实江苏分公司空勤人员航前检查安全放行及应急处置工作；5、做好员工尤其为机组成员的心理关怀、心理支持工作，帮助员工缓解压力；6、负责落实江苏分公司员工...,143,0.7991,similarity
上市企业财务总监（电力工程经验）。岗位职责：1、财务管理与监督：负责全面财务管理体系，确保财务活动的合规性和效率。这包括审核记账凭证、费用报销、财务报表，以及建立和健全财务管理体系。2、战略支持与决策参与：参与公司战略分析和重大决策，从财务、资本、风险控制、政策、策略等方面支持公司的战略和经营决策。3、预算与资金管理：负责组织年度财务预算方案的编制，跟踪预算执行情况，并进行预算分析。负责编制公司及项目的财务预算，以及预算调整，确保...,107,0.8583,similarity
旅游出差专员。我们是一家房地产开发商销售，建设，运营，管理于一体的开发商营销公司，主打高端海景，旅游，投资，康养度假地产，集大健康产业，文化旅游产业，基础设施建设，生态环境修复，整合集团资源，做大做强产业规模实现集团高速发展! 无经验要求！免费提供住宿!免费岗前培训!免费国内外出游!免费团建!!高配版的住宿环境，年轻的团队，优秀的领导和善良和谐的同事![岗位职责]工作模式:邀约+面签+带看 1、约访:对分配的资源进行电话邀约; 2、现场接待:利用专业知识为客户解答疑问，促使报名成交; 3、涉及短期内3天时间出差，带客户看房，及成交 [新酬福利1 1.无责任底薪3000/或4000/月提成点1-2个点，高提成奖金综合范围在2000-12000以上上不封顶 2.入职即购买五险 3节假日福利，生日福利等 4.带薪培训，话补、工龄奖 [晋升发展方向] 专业发展:普通客户经理-高级客户经理-销售主管-部门经理-大区经理(能力和业绩晋升)[任职资格] 1、年龄满20周岁-45周岁 2、口齿清晰表达能力强，普通话标准，亲和力形象气质佳; 3、具备良好的销售意识和沟通技巧，团队合作意识强; 4、有一定的上进行，想寻求高薪并追求年薪百万的 5、有一定的求知欲，我们会有定期培训和会场宣讲，可以让你在职场学习到更多的专业知识以及销售知识! 6、想通过自己实力快速拿到高薪，想短时间成长为管理者，这里有平台、有空间、有高薪，等你来挑战。,120,0.7409,similarity
无人机软件产品经理。岗位职责:1. 市场洞察与产品定义•负责目标市场的调研与分析，收集并分析用户反馈及竞品动态，形成深度市场洞察报告。•基于市场与用户研究，参与制定产品愿景、路线图，并撰写清晰、可执行的产品需求文档（PRD）。2. 产品规划与策略制定•参与产品的全生命周期规划，包括功能设计、版本迭代计划等。•协助制定产品上市（GTM）策略，明确产品定位、目标客群及核心价值主张。3. 研发协同与项目推进•作为项目核心协...,24,0.8822,similarity
人力总监。岗位职责1、全面统筹公司人力资源管理工作，搭建并完善人力资源规划、招聘、培训、绩效、薪酬、员工关系六大模块体系，优化人事管理制度与流程。2、负责公司人才招聘、梯队建设、关键岗位人才引进与配置，满足公司发展用人需求。3、主导绩效与薪酬激励体系落地，提升激励有效性、人效与员工满意度。4、规范员工入转调离、社保公积金、劳动用工等全流程管理，防范用工风险。5、推进企业文化建设与团队氛围打造，提升团队凝聚力...,98,0.862,similarity
无人机教员。工作内容： 1、负责无人机飞行培训课程的教授与指导 2、制定学习计划及训练任务，对学员学习进度及技能掌握程度有完整的把控能力 3、负责组织学员学习理论及实操练习 4、根据实践提出教学建议，提高学员通过率 5、组织和参与无人机相关的教学、考试活动 任职要求： 1、对无人机教学有浓厚兴趣 2、具备良好的教学能力和亲和力 3、主导教学课程的搭建，有教学经验优先 4、教学主管岗位储备和培养，能够主导负责教学部门工作优先 5、具有快速学习能力，能快速成长，独当一面,4,1.0,training_instructor
视频服务软件工程师-移动OS。职位职责： 1、在主流RTOS及Cortex-M资源受限环境下，构建低延迟、高可靠的视频媒体管线，覆盖采集、处理、编码、封装到传输的全链路； 2、负责视频传输协议（如RTP/RTSP/WebRTC）的评估与集成，与网络栈结合，并针对端到端时延、抖动与可靠性进行深度优化； 3、主导视频服务的工程化与系统集成，包括设计模块化API、实现跨模块IPC、建立日志/监控/OTA机制，并与硬件、系统及上层应用团队协作交付。 职位要求： 1、本科及以上学历，计算机、软件工程、微电子等相关专业； 2、具备4年以上操作系统内核或相关底层软件开发经验，能支撑关键业务系统的稳定性与性能优化； 3、精通至少一种主流RTOS（如Zephyr，Nuttx，FreeRTOS等）内核架构与核心子系统（如内存管理、进程调度、IO子系统等）； 4、熟悉音视频媒体管线，理解A/V同步、网络传输协议（如RTP/RTSP），并有相关性能调优（如低延迟、抖动处理）与内核调试经验； 5、熟悉异构多核或SoC协同工作机制，理解CPU、加速核、DMA与互联总线等硬件单元的交互； 6、熟悉高并发、并行或分布式系统设计，了解异构加速编程模型（如OpenCL/OpenMP等），具备优秀的系统视角、沟通能力与跨团队协作能力。 加分项 1、有主流RTOS相关开源项目贡献记录者优先； 2、具备丰富的异构多核（如共享内存、SPI、PCIe）开发与调试经验； 3、具备低功耗芯片或SoC协同开发背景，能从系统全局视角进行软硬件优化； 4、对视频编解码（H.264/H.265等）或传输协议（WebRTC等）有深入实践经验。,11,0.8282,similarity
"卫星通信系统工程师。岗位职责： 1、负责编写卫星通信系统设计方案,与用户沟通及技术交流、方案设计、系统调试测试等； 2、负责系统级项目的设计报告的编写和系统设计实现； 3、负责新技术研究，新领域技术开拓，完成技术报告的编写； 4、负责项目售前投标方案的编写。 任职要求： 1、熟悉卫星通信、数据链专业知识,具有较强的卫星通信、数据链系统设计能力，具有相关项目实际经验者优先； 2、具有网络规划设计、技术方案设计、链路规划...",42,0.893,similarity
无人机地面站软件开发(J12205)。职位描述 无人机设计 岗位职责: 1.负责无人机地面站功能的二次开发及优化，完善地面站软件功能; 2.负责开发其他的软件产品及软件测评等; 3.负责地面站软件文档的编制工作; 4.负责无人机系统地面站需求分析、整体方案设计实施及升级; 5.负责无人机地面站GUI设计及新应用功能开发应用; 6.负责地面站和无人机及数据链的集成与联调工作。 任职要求: 1.熟练掌握C++或C#，有基于Qt项目开发或者QML界面设计者或者WPF开发经验优先; 2.至少熟悉一种Windows/Andriod/Ubuntu系统下地面站开发工具、调试和部署方法; 3.熟悉各平台基本控件使用，擅长界面的布局和各种效果的实现，熟悉不同屏幕尺寸界面兼容的方法; 4.熟悉常用算法和数据结构，熟悉网络、多线程、异步编程; 5.至少熟悉一款数据库应用，熟悉通用的代码管理工具SVN、GIT，掌握GJB 2786A和GJB 438C者优先; 6.有集群/编队QGroundControl或MissionPlanner开发经验者优先。,155,0.9153,similarity
保密管理岗。岗位职责 ：1、负责完善公司各项保密管理制度并组织实施；2、负责保密工作日常管理，包括：保密检查、保密考核、归口部门保密工作管理、保密档案的管理等；3、负责推进落实保密教育培训工作，并监督保密教育培训；4、负责监督审计员、计算机管理员按规定运维信息化体系；5、负责保密资质的申请、审核和日常维护工作；6、领导安排的其他工作。 任职要求 ：1、本科及以上学历，档案管理、计算机相关专业；2、具有专职保密...,143,0.8151,similarity
项目主管。岗位职责： 1、根据单位发展要求进行活动或项目策划； 2、能独立带领团队进行营销策划，完成活动组织、市场推介和销售工作； 3、挖掘潜在市场，搭建外部平台； 4、与合作伙伴高效沟通和交流，使合作项目运行顺畅； 5、配合部门领导做好团队建设工作。 任职要求： 1、经济学、市场营销相关专业本科及以上学历； 2、有独立带领团队经验，出色的活动策划、市场谈判、项目运作能力； 3、擅长与政府机构和企业负责人沟通交流，推介智库服务； 4、具有团队合作精神和独立创新精神； 5、勇于挑战高薪。 公司福利：五险一金，员工旅游，绩效奖金，定期体检、餐费补贴等,151,0.9051,similarity
低空安全解决方案工程师。一、岗位职责1、负责低空经济场景实现、低空安全管控系统的方案设计、技术研发与集成实施，包括感知侦测、干扰反制、智能追踪等功能模块；2、开展低空智联网体系架构研究，推动多源感知融合、风险预警模型、管控平台等关键技术落地；3、参与客户需求调研、技术路线规划、标准制定与项目评审，提供专业技术支持；4、跟踪行业技术发展，开展低空安全领域的技术和产品预研与孵化；5、牵头完成项目申报、解决方案编写、成果转化与...,175,0.8971,similarity
"低空经济气象服务解决方案经理。1、负责低空经济中气象解决方案整体战略规划与执行,探索气象在低空经济中新的业务机会和市场发展方向,确保公司在低空经济气象服务领域保持竞争力。2、精准洞察行业政策导向与客户核心需求，牵头完成定制化售前解决方案，确保方案技术可行性与商业价值统一。3、负责低空气象相关产业项目的策划、实施与管理,推动项目的落地执行,确保项目目标的实现。4、负责项目售前全流程支撑，包括客户需求挖掘、技术交流、方案演示、产品...",69,0.8685,similarity
急招切割工 五险。岗位内容：1. 快走丝等材料进行高精度切割；2. 在规定时间内完成各种切割任务，确保产品质量；3. 进行设备保养维护，及时发现和解决设备故障；4. 积极参与生产流程优化和改进。任职要求：1. 至少一年以上切割工作经验；2. 熟悉各种手动和自动切割工具的使用和维修；3. 具备良好的沟通协调能力和团队合作精神；4. 具备快速适应能力，能够承担工作压力；5. 严格遵守工作流程和安全规定，对工作认真负责。,59,0.8599,similarity
汽车零部件焊装PLC工程师。1. 负责PLC程序编写、调试与技术支持；2. 参与自动化控制系统方案设计与评审；3. 负责PLC与上位机软件的通讯与联调；4. 完成相关技术文档与使用手册的编写。感兴趣联系我，欢迎加入我们的团队！,77,0.8952,similarity
无人机飞手。岗位职责：1、提供无人机飞行等方面的技术支持；2、参与无人机日常飞行业务；3、参与公司安排的无人机飞行作业工作；4、配合公司其他部门的飞行任务；5、协助其他部进行飞行技术支持；6、完成领导交办的其它工作。岗位要求：1、需持有中国民航无人机执照（超视距或视距内不限种类）；2、需持机动车C1驾驶证，并能熟练驾驶手动、自动挡汽车；3、熟悉大疆无人机全线产品（司空、司运、FC 100和350等软件和产品）...,2,0.9062,uav_pilot
诚招普工/操作工 商业保险 包吃。岗位职责 - 生产操作：负责生产线上设备的操作与维护，按照工艺标准进行生产操作，确保生产流程的顺利进行，保证产品质量。- 材料准备 ：按照生产计划，准确领取、搬运生产所需的主/辅材料，检查材料质量，对有问题的原材料及时汇报并隔离处理。- 设备与工具维护 ：准备生产工具，协助专业人员对生产设备进行开机前的检查和调试，对设备进行日常维护保养，并做好相关记录。- 质量检查 ：对加工好的零件进行检查，确保...,136,0.8784,similarity
DJI大疆店面财务（济宁，有销售性质）_58773。岗位职责：1.负责日常出纳收银工作，包含发票开具、现金出纳、刷卡办理等日常业务；2.对应收检查和销售过程管理进行严格监控，做好内控工作；3.对账务费用审核、财务运营流程监控。4.协助店长做好店面基础工作；5.参与店面销售业绩提成；任职条件：1.本科以上学历，财务、金融、会计类专业，具有会计从业资格证，熟练操作财务系统。2.1-3年工作经验，工作细致认真，对数字有较强的敏感度。3.具备优秀团队协作能...,107,0.8247,similarity
汽车零部件质量经理五险一金双休。工作职责1. 统筹公司内外部质量指标的全周期管理，通过数据统计与趋势分析形成决策支撑报告，推动质量策略持续优化。2. 牵头内外部质量事故的调查与闭环处理，组织跨部门分析根因，协调解决质量纠纷并推动预防措施落地。3. 主导质量部岗位职责体系的搭建与迭代，明确岗位权责边界，监督团队严格执行质量规范与流程要求。4. 从质量维度把控“来料-生产-出厂”全链路，建立可追溯管理机制，确保各环节质量状态可查、可...,110,0.932,similarity
无人机及机器人技术工程。职位描述 无人机设计 无人机研发 无人机控制算法 无人机飞控系统 无人机应用系统 无人机控制系统 船舶/航空/航天/火车制造 电子设备制造 岗位职责 1.参与无人机网捕系统及机器人底盘的核心技术对接与落地工作，深度参与机械结构、电气控制系统的方案研讨、细节优化及原型验证。 2.负责对接研发过程中的技术参数确认、方案图纸审核，梳理核心零部件选型需求，解决项目推进中的技术衔接问题。 3.跟进项目研发、调试全流程，记录技术难点、调试数据及优化方案，编制标准化技术文档（含方案说明书、调试报告、BOM 清单等）。 4.协助完成技术成果的转化与落地，参与产品小批量试制的技术支持，确保研发方案符合量产及实际应用要求。 5.持续关注无人机反制、移动机器人底盘领域的技术动态，结合项目需求提出技术创新建议，助力产品迭代升级。 核心任职要求（专业与技能） （一）专业背景要求 1.本科及以上学历，机械设计制造及其自动化、自动化、电气工程及其自动化、机器人工程、无人机应用技术、电子信息工程等相关专业 2.具备扎实的专业理论基础，掌握机械设计、自动控制、电路设计、气动系统等核心知识，熟悉无人机或移动机器人的研发逻辑与技术体系。 （二）核心专业技能 1. 机械设计与结构能力 精通SolidWorks、UG、AutoCAD等至少一种机械设计软件，能独立完成零部件建模、装配体设计及工程图绘制。 熟悉无人机飞控系统挂载结构、或机器人底盘（轮式 / 履带式）的传动系统、悬架结构设计要点。 掌握机械强度校核、运动学 / 动力学分析基础。 2. 电气与控制系统能力 熟悉单片机（STM32）、MCU、PLC等控制器的基础应用，了解无人机飞控模块、机器人运动控制卡的工作原理。 掌握电气原理图绘制软件，能协助完成电气系统布局、接线图设计及核心元件选型。 了解伺服电机、步进电机、舵机、气动执行元件的控制逻辑，能配合完成控制程序的调试辅助与信号检测工作。 熟悉无人机反制技术相关的电子对抗基础、传感器（如雷达、视觉传感器）集成应用优先。 3. 项目与文档能力 具备较强的技术文档撰写能力，能规范编制研发方案、技术交底书、零部件选型报告、调试记录等专业文档。 具备清晰的逻辑思维，能快速梳理复杂技术需求，精准对接研发团队完成技术沟通与方案确认。 掌握基础的数据分析方法，能对调试数据进行整理、分析，为技术优化提供数据支撑。 综合素质要求 1.学习能力强，能快速掌握无人机、机器人底盘领域的前沿技术，适应项目研发的节奏与需求。 2.工作严谨细致、责任心强，具备良好的团队协作精神，能承受一定的研发工作压力。 3.具备较强的问题解决能力，面对技术难点能主动探索解决方案，具备一定的创新思维。 薪资待遇：面议,48,0.9321,similarity
培训机构校长。工作职责1. 制定无人机教培机构的整体运营战略与年度目标，统筹校区日常管理，确保教学、招生、服务全流程高效运转。2. 负责教学团队与运营团队的搭建及管理，优化师资培养体系，提升教学质量与服务标准化水平。3. 主导无人机课程体系的迭代升级，结合市场需求设计差异化课程产品，增强学员粘性与续费率。4. 策划并执行招生推广活动，拓展B端合作渠道（如学校、科技馆），提升机构品牌在青少年科技教育领域的影响力。...,79,0.8713,similarity
新媒体编辑。岗位职责:1.负责微信公众号、抖音、快手、视频号等新媒体平台内容呈现和平台运维；2.负责撰写、编辑文字稿件、摄影摄像、非线编辑以及其他新媒体编辑，并根据不同传播平台的特点和优势对新闻素材进行不同形式的加工、整合，使之符合不同传播平台的传播标准，为平台所用；3.负责专题策划、栏目策划、vlog拍摄、H5制作、小程序开发、视频剪辑、长图和海报制作；4.负责图、文、视音频资料的整理和归档。 任职资格：1...,47,0.8391,similarity
飞行器设计总体工程师。职责描述： 1、负责无人机产品开发的技术论证；负责无人机产品概念设计、方案设计；负责无人机飞行平台的专业技术协调； 2、负责项目技术状态控制、设备选型、指标分配、接口控制； 3、负责无人机产品研发过程中地面试验、飞行试验的技术牵头及策划； 4、负责无人机产品的行业解决办法的制订。,8,0.9547,uav_test_qc
培训专员。岗位内容： 1. 根据工作需要，开展相应培训工作2. 制定培训计划，达成培训目标3. 对培训结果负责4. 独立授课，能解决应急状况任职要求：1. 有培训授课经验优先2. 具备良好表达及沟通能力，教学方式多样,90,0.8573,similarity
低空项目经理。一、岗位职责1. 负责低空管控平台及低空新基建相关项目从启动到收尾的全流程管理，包括项目计划制定、进度跟踪、资源调配、成本控制以及项目验收等各个环节，确保项目按预定目标高效、高质量交付。例如，在低空新基建项目中，精准规划从场地选址、基础建设到设备安装调试的每一个阶段，严格把控时间节点，保障项目按时上线。2. 具备敏锐的风险识别能力，能够提前预测项目中可能出现的技术风险、政策风险、市场风险等，并制定...,173,0.8844,similarity
山西区域无人机飞手。职位描述 机长 无人机飞行员 多旋翼机型 岗位职责 1、负责输电线路、变电站等电力设施的无人机常态化巡检、特殊天气（暴雨、冰雪等）后应急巡检及故障排查工作。 2、严格遵循无人机飞行管制规定及电力安全操作规程，规划合理巡检航线，操控无人机完成杆塔结构、导线、金具等关键部位的图像/视频采集，确保巡检数据清晰、完整、准确，满足国家电网相关巡检标准。 3、负责巡检数据的整理、归档，完成巡检报告编制，配合优化AI缺陷识别模型，为电力设施运维、故障抢修提供精准的数据支撑。 4、负责无人机及配套设备日常检查、维护、保养与简单故障处理，确保设备正常运行，做好设备使用台账记录。 5、配合完成空域申请、作业报备等相关工作，，参与巡检作业方案的优化与完善，服从公司项目调度与管理，完成电力巡检相关专项工作。 任职要求 1、大专及以上学历，无人机、自动化、航空航天、机械电子等相关专业优先； 2、持有民航局颁发的《民用无人机驾驶员执照》（CAAC）优先，熟悉大疆、纵横、远度、道通等主流品牌无人机操作，具备3年以上无人机实操经验，有电力巡检相关飞行经验。 3、了解电力行业基础知识，熟悉电力设施巡检流程与安全规范，能初步识别常见电力设备缺陷者优先；具备无人机设备相关维修能力优先。 4、严格遵守安全操作规程，安全意识强，具备良好的应急处置能力，能妥善应对飞行过程中的突发情况（如障碍物规避、设备故障等）。 5、具备良好的沟通协调能力、团队协作意识与责任心，工作严谨细致，执行力强，能独立完成各项巡检任务，服从公司管理与工作安排，无不良从业记录。 6、持有C1及以上驾驶证，能适应户外作业（山区、高原等场景）出差需求，退伍军人、电力相关专业毕业生优先。 职位福利：五险一金、周末双休,2,0.8467,uav_pilot
无人机应用技术专业带头人。一、基本学历与专业要求1.学历要求：硕士研究生及以上学历，特别优秀者可放宽至本科，但需具备突出的专业能力或行业经验 。2.专业方向：无人机应用技术、航空宇航科学与技术、飞行器控制与信息工程、低空技术与工程、航空航天类、电子信息工程、自动化、遥感科学与技术等相关专业 。二、职称与职业资格要求1.具有副高级及以上职称（如副教授、高级工程师）者优先 。2.持有CAAC无人机驾驶员执照、教师资格证、注册测...,0,0.8178,reject_education_teacher
发动机装配及测试工。1.大学专科及以上学历，机械设计制造、电气工程、自动化控制等相关专业；2.熟悉活塞发动机装配及测试；3.了解活塞发动机组成及发动机工作原理；4.吃苦耐劳，动手能力强，有较强的责任心；5.从事过相关工作者优先。,174,0.8645,similarity
无人机飞手。【工作内容】- 按照项目要求进行飞行前的设备检查与调试；- 任务规划与执行:能够根据不同的飞行任务需求(如测绘、航拍、植保、巡检等)，利用专业软件进行飞行航线规划，合理设置飞行高度、速度、拍摄角度等参数，确保获取高质量的数据或图像。- 数据处理与分析:对于涉及数据采集的任务(如测绘、巡检等)，具备一定的数据处理和分析能力。熟悉常用的数据处理软件(如 Pix4D、ArcGIS、DJITerra 等)...,2,0.8787,uav_pilot
无人机集群智能决策。职位描述 无人机控制算法 无人机智能集群 无人机决策规划 无人机集群算法 人工智能 船舶/航空/航天/火车制造 一、岗位职责： 1. 参与公司多类型异构无人机集群的智能任务分配及航路规划问题的算法软件实现； 2. 参与智能集群无人机决策规划相关前沿技术的探索，实现算法迭代优化，提高系统效率； 3.负责相关文档、专利及项目报告编写； 4.与业务团队密切沟通，对现场问题抽象建模并设计解决方案，推进算法落地及优化。 二、职位要求： 1.硕士及以上学历，航空航天、人工智能、计算机、应用数学、运筹学、自动化等相关专业； 2.扎实的编程基础，至少掌握一种编程工具语言，熟悉常用机器学习框架； 3. 了解机器学习、运筹学、优化算法等理论优先，包括但不限于深度强化学习、线性规划、组合优化、博弈论等； 4.具备以下经验优先：参与过无人集群装备任务分配、路径规划、物流调度、电力调度、智能派单等项目核心算法的开发、调试。,63,0.8883,similarity
线上兼职客服。招聘：居家兼职网络招聘客服 工作内容：各个免费招聘网站发贴，筛选简历，招聘抖音客服 客服招来的&nbsp;投放客服&nbsp;名下有产出咨询就有提成（名下多少个投放人员和客户咨询量无上限，无限制迭代） 不限经验 网络居家兼职，地区不限，按单结算，日结,154,0.7922,similarity
急聘 电力招投标专员。工作内容： 1、负责搜集筛选工程项目招标信息，分析投标环境，并购买招标文件； 2、负责组织召开投标启动会，对投标工作进行编排； 3、协调各种投标关系，收集、整合各类投标资源，为技术标和商务标的编写提供各种信息和资源支持； 4、负责组织办理一切投标手续； 5、负责组织编制、审核项目投标报价和商务标书； 6、负责对批准的投标文件按招标文件要求进行签字盖章、包装、密封，并准时参加投标工作； 7、参与项目...,85,0.8746,similarity
物流配送管理员。• 招聘人数：招2人• 学历要求：大专• 工作经验：3-5年• 工作地点：合肥长丰县• 福利：社保、包吃、包住【招聘岗位】：物流配送管理员【招聘人数】：2【任职要求】：地点安徽合肥长丰1. 负责物流配送全流程管理，包括订单调度、配送计划制定、运输资源协调及配送时效监控，确保货物按时准确送达。2. 跟踪配送过程中的异常情况，及时处理延误、损毁等突发问题，优化配送方案以提升服务效率与客户满意度。3. ...,171,0.7687,similarity
培训部主管。工作职责1. 主导风力发电运维培训项目的全流程管理，包括课程体系优化、教学计划制定及培训资源统筹。2. 负责学员的招生咨询、学习跟踪与就业对接，提升学员满意度与培训转化率。3. 对接外部合作机构与企业资源，拓展培训业务渠道，保障培训项目的市场竞争力。4. 管理培训师资团队，监督教学质量，推动教学方法创新与培训效果提升。任职要求1. 大专及以上学历，具备2年以上职业技能培训或教育行业管理经验。2. ...,90,0.8851,similarity
销售经理--飞控/低空经济。工作职责 : 负责公司无人机飞控系统及相关软硬件产品（如DUP、飞行仿真工具及周边产品等）的行业推广与销售，重点面向无人装备、国Fang、工业自动化等领域。 完成从客户开发、需求挖掘、项目跟进到合同签订及回款的全流程销售工作，确保销售目标达成。 深入理解无人机行业客户需求（如飞控算法、AI识别、自主路径规划、导航定位、集群控制等），反馈市场动态，推动项目落地。 组织并参与技术交流会、产品演示、行业...,3,0.9022,flight_control_algo
"无人机试制/组装。职位描述 无人机组装 无人机测试 固定翼无人机 多旋翼无人机 垂直起降无人机 无人机组装 岗位职责： 1. 熟悉多旋翼无人机的装配及调试工作; 2. 熟悉数据链及载荷的调试工作; 3. 熟悉垂起无人机的装配调试工作; 4. 熟悉机载设备的调试工作; 5. 负责多旋翼、垂起无人机的装配及航电设备的调试; 6. 接触过正规生产流程及规范，能对生产提出优化改善建议，并能带动团队按正规生产开展工作; 7. 完成其他与装配及调试相关的工作及领导交办的其他事宜; 任职要求： 1. 本科及以上,电气类、机械制造、机务维修等相关专业；（优秀应届生亦可） 2. 了解并熟练掌握常规无人机的组装、调试与机载设备日常保养维护; 3. 具备一定的机械、电子等无人机基础知识; 4. 主观能动性强，学习能力强，具有较好的文字表达与沟通协调能力，具有一定的抗压能力。",8,0.9179,uav_test_qc
大连机场航空地面服务销售员五险8小时工作提供住宿。大连机场航空地面服务销售员五险8小时工作提供住宿是服务+销售 不是纯服务岗位 机场内工作 五险 高收入 8小时工作制 无夜班 提供住宿一、岗位职责:1.着统一制服在所属值机区域协助旅客办理登机牌，托运行李，负责旅客问询的解答与指引，处理现场突发状况。2.负责推广航司增值业务、优先登机、快速安检、航司保险，为旅客介绍业务权益等。二、岗位要求:1.具有良好的客户服务意识及营销能力，注重细节，为旅客提供...,172,0.7494,similarity
c端产品经理。岗位要求：1、5年以上社区/社交/内容APP产品经验，2年以上QQ空间、微博超话、豆瓣小组、LOFTER或同类社区核心产品岗位经验。2、主导或核心参与过DAU≥50W的社区产品0-1或1-10阶段，需提供可验证的数据结果。3、深度理解粉丝经济、应援文化、打榜逻辑，熟悉明星工作室、后援会运作模式。4、具备将内容互动玩法转化为商业收入的方法论与成功案例。5、熟练使用SQL、Python或R进行数据提取...,122,0.818,similarity
无人机业务运营主管。工作内容： 1、无人机业务的合规与资质管理； 2、飞行安全与作业管理； 3、设备与维保管理； 4、项目交付与业务落地。 任职资格： 1、资质硬条件 持有 CAAC 超视距驾驶员（机长）执照； 有特定类无人机（25～150kg）实际作业经验； 有OC 运营合格证申请 / 维护经验； 有电力 / 巡检 / 吊运任意一种行业经验优先。 2、行业经验 独立做过工业无人机项目交付（巡检 / 测绘 / 吊运）； 写过安全运营手册、风险评估、应急预案； 做过无人机维修、装调、故障排查； 有政企项目投标、方案编写经验优先。 3、能力要求 能独立办 OC 证（流程、材料、审核要点全懂）； 能制定 SOP（飞行流程、维保流程、数据流程）； 能带新人、带飞手、做培训； 具备对外沟通的能力。,9,0.8358,airworthiness
小鹏汇天航空招聘-整车质量检查技师。汇天 整车质量检查技师 负责整车质量检查及一次解析（主要领域为内外饰、车身），支持研发及投产团队快速推进质量问题关闭。一、岗位职责1、质量检查：根据要求对新能源汽车的内外饰、车身等等进行规范化检查；2、故障分析：对故障零件进行拆解，并进行结构、功能、材料等方面的进行初步解析，锁定故障部位及初步原因，为后续分析提供技术支持3、数据记录：详实记录拆解过程中的问题数据，零件检具数据，形成分析报告并提出初...,40,0.8571,similarity
