positionName,positionDetail,all,prototype_id
销售工程师,岗位职责： 1、负责公司产品的销售及推广； 2、根据市场营销计划，完成部门销售指标； 3、开拓市场，发展客户，进行项目拓展和商务沟通； 4、负责市场信息的收集； 5、负责销售区域内销售活动的策划和执行，完成销售任务； 6、管理维护客户关系以及客户间的长期战略合作计划； 任职资格: 1、工科背景，对无人机行业有基本了解； 2、很强的销售技巧和商务能力，能够全程跟踪和实施项目； 3、有销售渠道资源者优先； 4、有投标、竞标经验，能独立跟进完成项目； 5、具有良好的英语阅读、写作能力者优先； 6、工作认真严谨，主动意积极，能吃苦耐劳，有较强的责任心，能承受较大压力，善于沟通，有良好的团队精神和协调能力，能够适应出差； 本岗位同时接纳产品与市场管理方向简历，有意向者投递简历即可。 福利待遇：公司有灵活的晋升机制（不定期加薪），除国家法定福利与休假外，还有货真价实的带薪年假（并且随职称职级升高而增加）。除基本标配和福利外，公司配有一定股权激励。 注：应届临近毕业的优秀学生（大三以上）也可考虑实习，全职实习期三个月以上。,销售工程师。岗位职责： 1、负责公司产品的销售及推广； 2、根据市场营销计划，完成部门销售指标； 3、开拓市场，发展客户，进行项目拓展和商务沟通； 4、负责市场信息的收集； 5、负责销售区域内销售活动的策划和执行，完成销售任务； 6、管理维护客户关系以及客户间的长期战略合作计划； 任职资格: 1、工科背景，对无人机行业有基本了解； 2、很强的销售技巧和商务能力，能够全程跟踪和实施项目； 3、有销售渠道资源者优先； 4、有投标、竞标经验，能独立跟进完成项目； 5、具有良好的英语阅读、写作能力者优先； 6、工作认真严谨，主动意积极，能吃苦耐劳，有较强的责任心，能承受较大压力，善于沟通，有良好的团队精神和协调能力，能够适应出差； 本岗位同时接纳产品与市场管理方向简历，有意向者投递简历即可。 福利待遇：公司有灵活的晋升机制（不定期加薪），除国家法定福利与休假外，还有货真价实的带薪年假（并且随职称职级升高而增加）。除基本标配和福利外，公司配有一定股权激励。 注：应届临近毕业的优秀学生（大三以上）也可考虑实习，全职实习期三个月以上。,150
电力资料员,【温馨提示】近期发现多起冒充本公司HR实施诈骗的案例，请候选人注意甄别，谨防受骗。如收到陌生的面试邀请邮件/短信，可向本公司求证，切勿轻信。1.负责规范工程项目开发施工期间的各类图纸变更通知. 2.工程合同及其他工程项目方面文件资料的收发.保管制度； 3.负责对各项目部工程资料进行归档.汇总； 4.负责收集项目施工过程中的隐蔽工程资料； 5.负责收集施工中材料检验资料； 6.负责项目开工报审，开竣...,电力资料员。【温馨提示】近期发现多起冒充本公司HR实施诈骗的案例，请候选人注意甄别，谨防受骗。如收到陌生的面试邀请邮件/短信，可向本公司求证，切勿轻信。1.负责规范工程项目开发施工期间的各类图纸变更通知. 2.工程合同及其他工程项目方面文件资料的收发.保管制度； 3.负责对各项目部工程资料进行归档.汇总； 4.负责收集项目施工过程中的隐蔽工程资料； 5.负责收集施工中材料检验资料； 6.负责项目开工报审，开竣...,151
仪控工程师,工作内容 1.负责自动化系统方案设计，电气原理图、PLC原理图和加工制造图纸设计及现场调试。 2.熟悉核电厂安全级DCS系统、专用仪控系统的软件组态或机柜电气设计工作。 3.独立开展仪控相关设备布置设计，电缆敷设及布线通道相关的设计工作和技术服务。 4.编制或校对仪控相关的工程设计、研发类技术文件和图纸。 5.对核电仪控系统进行故障排查、性能优化及定期维护。 6.完成上级领导交办的其他工作，如仪控专业科研与工程设计、在役电厂服务等。 7.负责技术改造项目的整体协调、计划安排及实施管理。 8.参与项目招投标文件编制，并负责项目的质量、安全及进度控制。 9.与上下游相关方进行技术问题的联络、澄清，确保项目顺利进行。 10.与工艺工程师、电气工程师等其他专业人员紧密合作，共同解决项目中的技术难题。 招聘要求 1.本科及以上学历，自动化、测控、电气自动化、机电一体化、电力电子等相关专业。 2.具有5年以上仪表仪器或系统专业工作经验，熟悉核电仪控技术并有一定的动手能力。 3.有核电设备制造企业或核电项目仪控系统设计、调试、维护经验者优先。 4.熟练掌握核电仪控相关法规、标准、规范。 5.熟练应用各类仪控设计软件，熟悉CAD制图及三维建模软件操作。 6.熟悉DCS、PLC等控制系统，能够独立完成自控系统的编程组态和调试工作。 7.具备较强的学习能力和适应能力，能够快速掌握新技术、新设备的应用。 8.具备良好的沟通能力和团队合作精神，能够与多方人员有效协作。 9.具备较强的责任心和敬业精神，能够承担工作压力，按时完成工作任务。 10.熟练使用办公软件，具备一定的阅读英文资料的能力。,仪控工程师。工作内容 1.负责自动化系统方案设计，电气原理图、PLC原理图和加工制造图纸设计及现场调试。 2.熟悉核电厂安全级DCS系统、专用仪控系统的软件组态或机柜电气设计工作。 3.独立开展仪控相关设备布置设计，电缆敷设及布线通道相关的设计工作和技术服务。 4.编制或校对仪控相关的工程设计、研发类技术文件和图纸。 5.对核电仪控系统进行故障排查、性能优化及定期维护。 6.完成上级领导交办的其他工作，如仪控专业科研与工程设计、在役电厂服务等。 7.负责技术改造项目的整体协调、计划安排及实施管理。 8.参与项目招投标文件编制，并负责项目的质量、安全及进度控制。 9.与上下游相关方进行技术问题的联络、澄清，确保项目顺利进行。 10.与工艺工程师、电气工程师等其他专业人员紧密合作，共同解决项目中的技术难题。 招聘要求 1.本科及以上学历，自动化、测控、电气自动化、机电一体化、电力电子等相关专业。 2.具有5年以上仪表仪器或系统专业工作经验，熟悉核电仪控技术并有一定的动手能力。 3.有核电设备制造企业或核电项目仪控系统设计、调试、维护经验者优先。 4.熟练掌握核电仪控相关法规、标准、规范。 5.熟练应用各类仪控设计软件，熟悉CAD制图及三维建模软件操作。 6.熟悉DCS、PLC等控制系统，能够独立完成自控系统的编程组态和调试工作。 7.具备较强的学习能力和适应能力，能够快速掌握新技术、新设备的应用。 8.具备良好的沟通能力和团队合作精神，能够与多方人员有效协作。 9.具备较强的责任心和敬业精神，能够承担工作压力，按时完成工作任务。 10.熟练使用办公软件，具备一定的阅读英文资料的能力。,152
银行贷款专员,公司运营模式相比他行优势如下： 1.提成点数高，最高提成总业绩的45%，公司加上新人，人均收入月均2万，随便做月均4万，认真做，月均10万，拼命做没有上线！ 2.客户公司提供精准资源，并且带着需求，不用大海捞针 薪资待遇 客户经理：底薪5500+提成+年终奖金+季度奖+公司期权+股权+五险，人均月薪2-3万， 团队主管：彻底摆脱员工的收入模式，利用平台自助创业，以合伙人形式提取，月均6万以上。 团队区长：彻底摆脱员工的收入模式，利用平台自助创业，以合伙人形式提取，月均10万以上。 工作内容 岗位职责 1&nbsp;.受理客户主动通过网络平台主动申请。（不用打骚扰电话） 2.了解和分析客户情况，制定融资方案。（不用求着客户） 3.进行客户的邀约、谈判、签约，跟进后期手续的办理。（不用看客户脸色） 4.为客户提供优质的贷前、贷中及贷后服务，促进二次成交。（不用大海捞针） 福利待遇： 1、底薪+提成+奖金+福利 2、公司为员工缴纳相应五险一金 3、员工享受法定带薪假期，公司组织集体户外团队活动 4、公司为员工提供各类知识和技能培训及人才晋升通道 5、公司有空调，微波炉，冰箱，办公休闲区域，甲级写字楼，给您提供温暖舒适的家 6、公司普遍员工，九零后，零零后 7、公司完善晋升机制：销售经理--团队主管--团队区长--总经理---分公司总经理 没有相关经验没关系，我们负责培训和一对一的带领，没有学历要求。 1、20-28岁，男女不限。 2、有责任心的人，有担当的人。 3、有梦想的人。 4、挣钱欲望强于一切的人。,银行贷款专员。公司运营模式相比他行优势如下： 1.提成点数高，最高提成总业绩的45%，公司加上新人，人均收入月均2万，随便做月均4万，认真做，月均10万，拼命做没有上线！ 2.客户公司提供精准资源，并且带着需求，不用大海捞针 薪资待遇 客户经理：底薪5500+提成+年终奖金+季度奖+公司期权+股权+五险，人均月薪2-3万， 团队主管：彻底摆脱员工的收入模式，利用平台自助创业，以合伙人形式提取，月均6万以上。 团队区长：彻底摆脱员工的收入模式，利用平台自助创业，以合伙人形式提取，月均10万以上。 工作内容 岗位职责 1&nbsp;.受理客户主动通过网络平台主动申请。（不用打骚扰电话） 2.了解和分析客户情况，制定融资方案。（不用求着客户） 3.进行客户的邀约、谈判、签约，跟进后期手续的办理。（不用看客户脸色） 4.为客户提供优质的贷前、贷中及贷后服务，促进二次成交。（不用大海捞针） 福利待遇： 1、底薪+提成+奖金+福利 2、公司为员工缴纳相应五险一金 3、员工享受法定带薪假期，公司组织集体户外团队活动 4、公司为员工提供各类知识和技能培训及人才晋升通道 5、公司有空调，微波炉，冰箱，办公休闲区域，甲级写字楼，给您提供温暖舒适的家 6、公司普遍员工，九零后，零零后 7、公司完善晋升机制：销售经理--团队主管--团队区长--总经理---分公司总经理 没有相关经验没关系，我们负责培训和一对一的带领，没有学历要求。 1、20-28岁，男女不限。 2、有责任心的人，有担当的人。 3、有梦想的人。 4、挣钱欲望强于一切的人。,153
无人机地面站开发工程师,岗位职责：1、负责无人机系统地面站需求分析、整体方案设计实施及升级；2、负责无人机地面站GUI设计及新应用功能开发应用；3、负责地面站和无人机及其他地面设备通讯链路开发工作；4、协助完成飞控测试平台搭建及联调工作;岗位要求：1、熟练掌握C++或者C#，有基于Qt项目开发或者QML界面设计经验优先；2、熟悉各平台基本控件使用，擅长界面的布局和各种效果的实现，熟悉不同屏幕尺寸界面兼容的方法；3、具有独...,无人机地面站开发工程师。岗位职责：1、负责无人机系统地面站需求分析、整体方案设计实施及升级；2、负责无人机地面站GUI设计及新应用功能开发应用；3、负责地面站和无人机及其他地面设备通讯链路开发工作；4、协助完成飞控测试平台搭建及联调工作;岗位要求：1、熟练掌握C++或者C#，有基于Qt项目开发或者QML界面设计经验优先；2、熟悉各平台基本控件使用，擅长界面的布局和各种效果的实现，熟悉不同屏幕尺寸界面兼容的方法；3、具有独...,154
无人机行业销售经理,岗位职责：1.基于公司定制化软件平台，深入拓展应急、测绘、石油化工、农业、电力、森林消防等行业市场，挖掘客户需求与痛点，提供针对性解决方案，推动项目签约与落地实施。2.围绕公司eVTOL及全系列无人机产品，熟练掌握产品技术参数、性能优势与典型应用案例，通过产品演示、方案讲解、行业展会等方式，开发与维护客户关系，拓展渠道合作，推动项目执行。3.负责项目全流程管理，包括招投标、项目确认、交付实施及售后...,无人机行业销售经理。岗位职责：1.基于公司定制化软件平台，深入拓展应急、测绘、石油化工、农业、电力、森林消防等行业市场，挖掘客户需求与痛点，提供针对性解决方案，推动项目签约与落地实施。2.围绕公司eVTOL及全系列无人机产品，熟练掌握产品技术参数、性能优势与典型应用案例，通过产品演示、方案讲解、行业展会等方式，开发与维护客户关系，拓展渠道合作，推动项目执行。3.负责项目全流程管理，包括招投标、项目确认、交付实施及售后...,155
垂直起降固定翼无人机飞手,职位描述 机长 无人机飞行员 飞机驾驶证 CAAC 复合翼机型 固定翼机型 垂起固定翼 【岗位职责】 - 有固定翼/垂直起降固定翼手动操控、姿态模式飞行经验。 - 能独立完成无人机从空机到完整装调、试飞的全流程。 - 具备航测、巡检、科研试飞等项目作业经验。 - 熟悉PX4/Ardupilot等飞控，能进行基础调试与故障排查协助进行无人机演示交付工作 - 包括远程技术支持、现场技术指导培训、故障分析和排除等 - 参与无人机相关研发测试工作 - 整理飞行数据并提交分析，优化任务执行效率。 【任职要求】 - 具备无人机组装、调试、维护等相关工作经验，大专及以上 - 具有AOPA执照/CAAC执照优先考虑，1年以上操作经验 - 熟悉垂直起降固定翼的结构、性能和操作方法 - 独立完成公司分配的任务，有较强执行力，积极协同公司完成项目。 - 具备良好的沟通能力和团队合作精神 - 具备相关专业背景或从业经验者优先 - 无犯罪记录，身体无重大疾病，可接受短期出差。 - 薪资需面议,垂直起降固定翼无人机飞手。职位描述 机长 无人机飞行员 飞机驾驶证 CAAC 复合翼机型 固定翼机型 垂起固定翼 【岗位职责】 - 有固定翼/垂直起降固定翼手动操控、姿态模式飞行经验。 - 能独立完成无人机从空机到完整装调、试飞的全流程。 - 具备航测、巡检、科研试飞等项目作业经验。 - 熟悉PX4/Ardupilot等飞控，能进行基础调试与故障排查协助进行无人机演示交付工作 - 包括远程技术支持、现场技术指导培训、故障分析和排除等 - 参与无人机相关研发测试工作 - 整理飞行数据并提交分析，优化任务执行效率。 【任职要求】 - 具备无人机组装、调试、维护等相关工作经验，大专及以上 - 具有AOPA执照/CAAC执照优先考虑，1年以上操作经验 - 熟悉垂直起降固定翼的结构、性能和操作方法 - 独立完成公司分配的任务，有较强执行力，积极协同公司完成项目。 - 具备良好的沟通能力和团队合作精神 - 具备相关专业背景或从业经验者优先 - 无犯罪记录，身体无重大疾病，可接受短期出差。 - 薪资需面议,156
业务员,岗位职责：1、根据客户需求，为客户提供顾问式咨询服务，制定产品方案2、根据部门要求，完成销售指标3、定期收集市场信息及竞争对手的分析4、定期回访用户，深挖用户需求任职要求：1、大专及以上学历，1年以上销售工作经验优先 2、具有较强的沟通能力及交际技巧3、具备一定的市场分析及判断能力，良好的客户服务意识4、有责任心，能承受较大的工作压力5、有团队协作精神，善于挑战，突破自己 6、要有2年以上驾驶证者...,业务员。岗位职责：1、根据客户需求，为客户提供顾问式咨询服务，制定产品方案2、根据部门要求，完成销售指标3、定期收集市场信息及竞争对手的分析4、定期回访用户，深挖用户需求任职要求：1、大专及以上学历，1年以上销售工作经验优先 2、具有较强的沟通能力及交际技巧3、具备一定的市场分析及判断能力，良好的客户服务意识4、有责任心，能承受较大的工作压力5、有团队协作精神，善于挑战，突破自己 6、要有2年以上驾驶证者...,157
复材结构设计工程师,工作职责：1. 主导公司机载产品及通用工艺装备的复材结构设计工作，严格贯彻行业技术方针与公司规范。2. 参与科研项目预算编制与研发管理，根据能力独立承担项目负责人职责，推动技术协作与交流。3. 编制设计技术文件与标准，协助工艺工程师完成科研样件生产，参与新产品设计评审并主导设计变更。4. 开展技术攻关与工艺装备改进，解决复材结构设计中的关键技术问题。5. 完成主管领导交办的临时任务。任职要求：1....,复材结构设计工程师。工作职责：1. 主导公司机载产品及通用工艺装备的复材结构设计工作，严格贯彻行业技术方针与公司规范。2. 参与科研项目预算编制与研发管理，根据能力独立承担项目负责人职责，推动技术协作与交流。3. 编制设计技术文件与标准，协助工艺工程师完成科研样件生产，参与新产品设计评审并主导设计变更。4. 开展技术攻关与工艺装备改进，解决复材结构设计中的关键技术问题。5. 完成主管领导交办的临时任务。任职要求：1....,158
电子研发工程师,工作职责：1、研究与追踪相关产品技术的发展动态，负责口腔产品的研发；2、负责研发项目产品相关技术文件资料的编制、输出；3、负责电子元器件的选型； 4、完成口腔产品电路模块设计 5、配合完成产品的代码调试；6、主导产品电子/电气相关测试，包括形成测试方案和测试报告；7、编写新产品的专利申请；8、查阅、汇总国内外相关资料文件；9、协助产品注册相关工作。（另对于工作内容还有不清楚的，可以在电话面试中，直...,电子研发工程师。工作职责：1、研究与追踪相关产品技术的发展动态，负责口腔产品的研发；2、负责研发项目产品相关技术文件资料的编制、输出；3、负责电子元器件的选型； 4、完成口腔产品电路模块设计 5、配合完成产品的代码调试；6、主导产品电子/电气相关测试，包括形成测试方案和测试报告；7、编写新产品的专利申请；8、查阅、汇总国内外相关资料文件；9、协助产品注册相关工作。（另对于工作内容还有不清楚的，可以在电话面试中，直...,159
房屋租赁管家,一、任职资格 1、年龄20-40周岁，男女不限，经验不限【我们只做房屋租赁——简单 高效 内部研发APP定点看房！】 2、诚实守信，吃苦耐劳，热爱销售并渴望挑战高薪，我们只看能力与收入！ 3、诚邀高校应届毕业生、部队退役军人加盟、可办理实习证明及面试补贴。 二、薪资福利（高薪行业靠高额业绩提成，越努力越优秀！） 1、薪酬：底薪加提成，共有三种叠加收入，上不封顶 【举例：1、单提：成交一间（不是一套！），提成600元-1000元； 2、通提：一套房子租完产生业绩 ，再次通提15% 3、收房奖：最低提成1000元，此外再次空置期间业绩提成 ： 4、额外奖励：成10单再次奖励500元 成15单再次奖励1000元； 5、如出现已下定金，折单定金仍旧有提成（充分保证员工不白忙活！） 2、福利：【一经录用即享有公司各种培训、活动、奖金、奖励、旅游、保险等福利】 3、发展：【公司采用公平、公正、透明的晋升体系，为每一位员工提供广阔的发展平台】 三、岗位职责 1、 了解并熟悉所属商圈的交通、维系社区关系； 2、 维护现有客户，做好客情关系的链接，做好老客户转介绍的铺垫及服务工作； 3、 维护由公司分配到各工作站的意向客户，做好及时响应的跟进服务； 4、 详细了解客户现有需求，挖掘客户潜在需求，做好信息的合理匹配与服务； 5、 根据客户意向，带客户看房并进行周边环境介绍； 6、 进行商务谈判，促成租赁业务成交。 四、培训晋升 经纪人（10万/年）--主管（15万/年）--经理（20万/年）--副总（30万/年） 平均晋升周期3-6个月（我们只看成绩，达到要后快速裂变晋升——搭建团队） 五、工作时间 9--:18:30 午休1.5小时 不需要长时间坐班（没有必要及意义） 1、 了解并熟悉所属商圈的交通、维系社区关系； 2、 维护现有客户，做好客情关系的链接，做好老客户转介绍的铺垫及服务工作； 3、 维护由公司分配到各工作站的意向客户，做好及时响应的跟进服务； 4、 详细了解客户现有需求，挖掘客户潜在需求，做好信息的合理匹配与服务； 5、 根据客户意向，带客户看房并进行周边环境介绍； 6、 进行商务谈判，促成租赁业务成交。 任职要求： 1. 专科（含）以上学历； 2、有销售工作经验者优先； 3、可接受应届生或实习生，具备学习力和高品质的工作素养； 4、诚实守信，工作勤奋主动，具有良好的团队精神，能承受较强的工作压力，愿意接受工作挑战。 公司有完善的培训晋升机制，氛围好，待遇优，还有不定期不定时经营业绩改善奖金哦！！！,房屋租赁管家。一、任职资格 1、年龄20-40周岁，男女不限，经验不限【我们只做房屋租赁——简单 高效 内部研发APP定点看房！】 2、诚实守信，吃苦耐劳，热爱销售并渴望挑战高薪，我们只看能力与收入！ 3、诚邀高校应届毕业生、部队退役军人加盟、可办理实习证明及面试补贴。 二、薪资福利（高薪行业靠高额业绩提成，越努力越优秀！） 1、薪酬：底薪加提成，共有三种叠加收入，上不封顶 【举例：1、单提：成交一间（不是一套！），提成600元-1000元； 2、通提：一套房子租完产生业绩 ，再次通提15% 3、收房奖：最低提成1000元，此外再次空置期间业绩提成 ： 4、额外奖励：成10单再次奖励500元 成15单再次奖励1000元； 5、如出现已下定金，折单定金仍旧有提成（充分保证员工不白忙活！） 2、福利：【一经录用即享有公司各种培训、活动、奖金、奖励、旅游、保险等福利】 3、发展：【公司采用公平、公正、透明的晋升体系，为每一位员工提供广阔的发展平台】 三、岗位职责 1、 了解并熟悉所属商圈的交通、维系社区关系； 2、 维护现有客户，做好客情关系的链接，做好老客户转介绍的铺垫及服务工作； 3、 维护由公司分配到各工作站的意向客户，做好及时响应的跟进服务； 4、 详细了解客户现有需求，挖掘客户潜在需求，做好信息的合理匹配与服务； 5、 根据客户意向，带客户看房并进行周边环境介绍； 6、 进行商务谈判，促成租赁业务成交。 四、培训晋升 经纪人（10万/年）--主管（15万/年）--经理（20万/年）--副总（30万/年） 平均晋升周期3-6个月（我们只看成绩，达到要后快速裂变晋升——搭建团队） 五、工作时间 9--:18:30 午休1.5小时 不需要长时间坐班（没有必要及意义） 1、 了解并熟悉所属商圈的交通、维系社区关系； 2、 维护现有客户，做好客情关系的链接，做好老客户转介绍的铺垫及服务工作； 3、 维护由公司分配到各工作站的意向客户，做好及时响应的跟进服务； 4、 详细了解客户现有需求，挖掘客户潜在需求，做好信息的合理匹配与服务； 5、 根据客户意向，带客户看房并进行周边环境介绍； 6、 进行商务谈判，促成租赁业务成交。 任职要求： 1. 专科（含）以上学历； 2、有销售工作经验者优先； 3、可接受应届生或实习生，具备学习力和高品质的工作素养； 4、诚实守信，工作勤奋主动，具有良好的团队精神，能承受较强的工作压力，愿意接受工作挑战。 公司有完善的培训晋升机制，氛围好，待遇优，还有不定期不定时经营业绩改善奖金哦！！！,160
办公室内勤,职位描述：1、公司员工考勤记录，统计，外出人员管理；2、保证公司所需物资的充足（如水、纸、设备、耗材及报销单据表格等）及费用结算；3、完成公司各方面资料的收集和整理，业务单位往来的传真、合同、资料的收集和整理及归档工作，协助公司员工的复印、传真等；4、完成办公室物品采购等。5、熟练使用PS图片处理。任职要求：1、熟练使用各种办公软件；2、有高度的事业心和责任感；3、有良好的团队协作精神、服务意识以...,办公室内勤。职位描述：1、公司员工考勤记录，统计，外出人员管理；2、保证公司所需物资的充足（如水、纸、设备、耗材及报销单据表格等）及费用结算；3、完成公司各方面资料的收集和整理，业务单位往来的传真、合同、资料的收集和整理及归档工作，协助公司员工的复印、传真等；4、完成办公室物品采购等。5、熟练使用PS图片处理。任职要求：1、熟练使用各种办公软件；2、有高度的事业心和责任感；3、有良好的团队协作精神、服务意识以...,161
无人机交付运维工程师,此岗位需要有CAAC证 岗位职责： ◆负责完成公司软件产品的客户化及产品的方案制定、演示、交付、培训及售后，系统平台运维等工作。 ◆参与客户需求调研.需求确认，负责组织现场调试验证，客户培训和系统上线，项目验收。 ◆根据客户要求，完成系统维护值班保障任务。 ◆负责公司相关产品的演示、交付、培训、售后等工作。 ◆负责完成公司承接的项目工程。 任职资格： ◆具备Linux操作系统的使用能力，具备在linux系统下调试部署常用网络中间件的能力。 ◆常用的传统网络中间件（如tomcat/nginx/apache/jdk等)和分布式大数据中间件（docker/k8/olr/hadoop生态/elaticearch等）中，熟练使用其中的一个或多个。 ◆具备良好的数据库（oracle/myql）的使用能力，具备一定云平台数据开发维护经验。 ◆具备一定信息化项目管理的能力，能够协调产品设计.开发.测试.项目交付团队，其它合作方团队，按照项目既定计划完成交付，并承担交付过程中需要的技术方案等交付物编写。 ◆具备一定独立工作能力，有软件交付和运维的基础能力。 ◆有较强工作的承压能力。 ◆其它要求：必备知识熟练度：熟悉常用数据库，Linux系统命令，熟悉应用软件系统日常维护方法。,无人机交付运维工程师。此岗位需要有CAAC证 岗位职责： ◆负责完成公司软件产品的客户化及产品的方案制定、演示、交付、培训及售后，系统平台运维等工作。 ◆参与客户需求调研.需求确认，负责组织现场调试验证，客户培训和系统上线，项目验收。 ◆根据客户要求，完成系统维护值班保障任务。 ◆负责公司相关产品的演示、交付、培训、售后等工作。 ◆负责完成公司承接的项目工程。 任职资格： ◆具备Linux操作系统的使用能力，具备在linux系统下调试部署常用网络中间件的能力。 ◆常用的传统网络中间件（如tomcat/nginx/apache/jdk等)和分布式大数据中间件（docker/k8/olr/hadoop生态/elaticearch等）中，熟练使用其中的一个或多个。 ◆具备良好的数据库（oracle/myql）的使用能力，具备一定云平台数据开发维护经验。 ◆具备一定信息化项目管理的能力，能够协调产品设计.开发.测试.项目交付团队，其它合作方团队，按照项目既定计划完成交付，并承担交付过程中需要的技术方案等交付物编写。 ◆具备一定独立工作能力，有软件交付和运维的基础能力。 ◆有较强工作的承压能力。 ◆其它要求：必备知识熟练度：熟悉常用数据库，Linux系统命令，熟悉应用软件系统日常维护方法。,162
c#软件开发工程师,"公司将于今年10月份前后搬迁至科学城，搬迁前办公地点仍在黄埔区南岗七喜科创园 【岗位职责】 1. 负责软件说明书开发过程中数据及结构数据存档； 2. 视觉系统设计搭建，视觉硬件选型评估； 3. 负责图像处理软件技术层面独立分析问题解决问题； 4. 对现有软件的维护； 5. 适应短期出差，客户现场设备功能调试。 【岗位要求】 1. ***本科以上学历，数学基础扎实，熟悉图形图像处理技术； 2. 熟悉掌握掌握C#,HALCON、OPENCV等高级计算机语言开发技术； 3. 具有1年机器视觉项目开发； 4. 有团队协作意识、沟通能力、表达能力强。","c#软件开发工程师。公司将于今年10月份前后搬迁至科学城，搬迁前办公地点仍在黄埔区南岗七喜科创园 【岗位职责】 1. 负责软件说明书开发过程中数据及结构数据存档； 2. 视觉系统设计搭建，视觉硬件选型评估； 3. 负责图像处理软件技术层面独立分析问题解决问题； 4. 对现有软件的维护； 5. 适应短期出差，客户现场设备功能调试。 【岗位要求】 1. ***本科以上学历，数学基础扎实，熟悉图形图像处理技术； 2. 熟悉掌握掌握C#,HALCON、OPENCV等高级计算机语言开发技术； 3. 具有1年机器视觉项目开发； 4. 有团队协作意识、沟通能力、表达能力强。",163
数字电源软件工程师,岗位职责： 1、配合硬件工程师完成数字电源（DC/DC，DC/AC并网逆变器等）的系统开发设计； 2、负责光伏并网逆变器及相关数字电源DSP算法设计及软件编写； 3、对研发项目整体性能的控制和优化，以及产品化 ； 4、参与产品的需求分析和设计，满足客户需求； 任职要求： 1、本科以上学历，电气、自动化、软件工程、电子类相关专业毕业； 2、有2年以上DSP或ARM开发经验，了解TI C2000、STM3等芯片，掌握Ucos工作原理及移植，具备一定的数学基础和抽象分析能力； 3、有充电桩、光伏逆变器，UPS，双向电源等相关产品的软件开发经验者优先; 4、熟悉经典控制理论、数字控制理论，基本电路理论知识，有一定的电力电子产品控制软件开发经验; 5、具备积极主动性和团队意识，有责任心，具有解决问题能力。,数字电源软件工程师。岗位职责： 1、配合硬件工程师完成数字电源（DC/DC，DC/AC并网逆变器等）的系统开发设计； 2、负责光伏并网逆变器及相关数字电源DSP算法设计及软件编写； 3、对研发项目整体性能的控制和优化，以及产品化 ； 4、参与产品的需求分析和设计，满足客户需求； 任职要求： 1、本科以上学历，电气、自动化、软件工程、电子类相关专业毕业； 2、有2年以上DSP或ARM开发经验，了解TI C2000、STM3等芯片，掌握Ucos工作原理及移植，具备一定的数学基础和抽象分析能力； 3、有充电桩、光伏逆变器，UPS，双向电源等相关产品的软件开发经验者优先; 4、熟悉经典控制理论、数字控制理论，基本电路理论知识，有一定的电力电子产品控制软件开发经验; 5、具备积极主动性和团队意识，有责任心，具有解决问题能力。,164
